first_name,last_name,rush_att,rush_yds,rush_avg,rush_td,pass_comp,pass_att,pass_yds,pass_td,pass_int,recieve_rec,recieve_yds,recieve_avg,recieve_td
Sam,Backer,16,104,6.5,0,,,,,,1,4,4.0,0
Hayden,Ekern,11,56,5.1,4,18,25,205,1,1,,,,
Tony,Anger,14,53,3.8,0,,,,,,2,10,5.0,0
Christian,Vasser,10,33,3.3,0,,,,,,1,13,13.0,0
Carter,Henderson,1,2,2.0,0,,,,,,,,,
TreShawn,Watson,0,0,0.0,0,,,,,,1,40,40.0,0
Matthew,Jaeger,1,-15,15.0,0,,,,,,,,,
Gabe,Hagen,,,,,,,,,,6,64,10.7,1
Grant,Guyett,,,,,,,,,,4,36,9.0,0
Jeremiah,Howard,,,,,,,,,,1,27,27.0,0
Neal,May,,,,,,,,,,2,11,5.5,0
Jake,Cicero,,,,,,,,,,0,0,0.0,0
