first_name,last_name,rush_att,rush_yds,rush_avg,rush_td,pass_comp,pass_att,pass_yds,pass_td,pass_int,recieve_rec,recieve_yds,recieve_avg,recieve_td
Hank,Kraft,11,68,6.2,0,,,,,,1,1,1.0,0
Noah,Smith,5,32,6.4,0,,,,,,0,0,0.0,0
Daniel,Britt,8,20,2.5,0,8,11,60,0,1,,,,
Wyatt,Block,6,16,2.7,0,,,,,,,,,
Stanley,Haskins Jr.,8,13,1.6,0,,,,,,1,9,9.0,0
Jacob,Schloe,0,0,0.0,0,,,,,,,,,
Colton,Hackel,2,-2,-1.0,0,0,2,0,0,1,,,,
Tanner,Branson,,,,,,,,,,2,25,12.5,0
Gavin,Giesler,,,,,,,,,,2,16,8.0,0
Jacob,Van Landingham,,,,,,,,,,2,9,4.5,0
Ty,Wiley,,,,,,,,,,0,0,0.0,0
Julian,Scott,,,,,,,,,,0,0,0.0,0
