first_name,last_name,rush_att,rush_yds,rush_avg,rush_td,pass_comp,pass_att,pass_yds,pass_td,pass_int,recieve_rec,recieve_yds,recieve_avg,recieve_td
Daniel,Mitchell,2,55,27.5,0,,,,,,2,17,8.5,1
Kyle,Walljasper,8,45,5.6,0,19,27,312,4,0,,,,
Derrick,Johnson,5,26,5.2,0,,,,,,1,28,28.0,0
Ben,Vallafskey,6,26,4.3,0,,,,,,0,0,0.0,0
Alex,Riley,6,26,4.3,0,,,,,,1,14,14.0,0
Jacob,Eggert,1,3,3.0,0,3,4,73,1,0,,,,
DaShaun,Ames,,,,,,,,,,5,126,25.2,1
Chuck,Gilbert III,,,,,,,,,,3,115,38.3,1
Ryder,Patterson,,,,,,,,,,5,51,10.2,1
Sam,Pitz,,,,,,,,,,2,18,9.0,1
Jimmy,Durocher,,,,,,,,,,3,16,5.3,0
