Rushing Att. Gain Loss Net TD Lg. Avg.
Moore,Jeremiah 3 51 0 51 1 45 17.0
Massoud,Sofian 12 35 4 31 1 12 2.6
Trandahl,Andrew 2 6 0 6 0 6 3.0

Passing Cmp Att. Yds. TD INT Long Sack
Massoud,Sofian 32 48 305 1 1 45 2

Receiving Rec. Yds TD Long.
Rufai,Mujeeb 12 124 1 25
Jablonski,Karsyn 7 103 0 45
Bodine,Luke 6 47 0 19
Trandahl,Andrew 3 16 0 12
Young,Jaxon 1 4 0 4
Avinger,Lucky 1 3 0 3
Piepgras,Ryan 1 3 0 3
Moore,Jeremiah 1 2 0 2
Sik,Malaki 0 0 0 0
