first_name,last_name,rush_att,rush_yds,rush_avg,rush_td,pass_comp,pass_att,pass_yds,pass_td,pass_int,recieve_rec,recieve_yds,recieve_avg,recieve_td
Camden,Dean,7,72,10.3,1,18,25,297,4,1,,,,
Dylan,Rudningen,10,42,4.2,0,,,,,,1,0,0.0,0
Matt,Grzybowski,10,31,3.1,0,,,,,,,,,
Carlson,Tann III,3,16,5.3,0,,,,,,,,,
Christian,Nash,4,10,2.5,0,,,,,,,,,
Carter,Slykhuis,,,,,,,,,,8,178,22.2,1
Hank,Brown Jr.,,,,,,,,,,2,67,33.5,2
Mark,Leonard,,,,,,,,,,1,20,20.0,0
Travis,Yohnke,,,,,,,,,,3,14,4.7,1
Christian,Janis,,,,,,,,,,2,13,6.5,0
Jaelon,Taylor,,,,,,,,,,1,5,5.0,0
