first_name,last_name,rush_att,rush_yds,rush_avg,rush_td,pass_comp,pass_att,pass_yds,pass_td,pass_int,recieve_rec,recieve_yds,recieve_avg,recieve_td
Jacob,Honstetter,17,74,4.4,0,,,,,,0,0,0.0,0
Cade,Eddington,1,30,30.0,0,,,,,,,,,
Colin,Maher,1,9,9.0,0,,,,,,1,7,7.0,0
Kendon,Krogman,5,4,0.8,0,4,15,26,0,1,,,,
Tryg,Auten,1,3,3.0,0,,,,,,1,3,3.0,0
Zander,Wolf,2,1,0.5,0,,,,,,,,,
Brock,Ward,0,0,0.0,0,,,,,,,,,
Wyatt,Oak,1,-7,-7.0,0,3,5,15,0,0,,,,
Jake,Anderson,,,,,,,,,,2,10,5.0,0
Matt,Willis,,,,,,,,,,1,8,8.0,0
Erik,Vedoy,,,,,,,,,,1,8,8.0,0
Stevie,McMath,,,,,,,,,,1,5,5.0,0
David,Ola-Kazeem,,,,,,,,,,0,0,0.0,0
Omar,Abdi,,,,,,,,,,0,0,0.0,0
