first_name,last_name,rush_att,rush_yds,rush_avg,rush_td,pass_comp,pass_att,pass_yds,pass_td,pass_int,recieve_rec,recieve_yds,recieve_avg,recieve_td
Derrick,Johnson,8,48,6.0,0,,,,,,2,11,5.5,1
Kyle,Walljasper,13,33,2.5,0,20,32,333,3,0,,,,
Daniel,Mitchell,4,29,7.3,0,,,,,,,,,
DaShaun,Ames,3,27,9.0,0,,,,,,6,98,16.3,2
Alex,Riley,1,11,11.0,0,,,,,,,,,
Ben,Vallafskey,4,0,0.0,0,,,,,,,,,
Ryder,Patterson,0,0,0.0,0,,,,,,3,76,25.3,0
Jacob,Eggert,,,,,0,1,0,0,0,,,,
Jimmy,Durocher,,,,,,,,,,5,80,16.0,0
Nick,Ojile,,,,,,,,,,1,41,41.0,0
Sam,Pitz,,,,,,,,,,2,14,7.0,0
Chuck,Gilbert III,,,,,,,,,,1,13,13.0,0
