first_name,last_name,rush_att,rush_yds,rush_avg,rush_td,pass_comp,pass_att,pass_yds,pass_td,pass_int,recieve_rec,recieve_yds,recieve_avg,recieve_td
Jarod,Epperson,14,156,11.1,2,,,,,,5,50,10.0,0
Breylon,Blount,3,51,17.0,0,,,,,,0,0,0.0,0
Gunnar,Hensley,4,20,5.0,0,19,29,139,1,1,,,,
Ryan,Kenny,6,20,3.3,0,,,,,,,,,
Max,Grand,1,11,11.0,0,,,,,,,,,
Austin,Johnston,1,7,7.0,0,,,,,,1,3,3.0,0
Kyle,Graham,4,7,1.8,0,,,,,,1,-4,-4.0,0
Isaiah,Huber,,,,,,,,,,5,41,8.2,1
Canyon,Bauer,,,,,,,,,,3,29,9.7,0
Sam,Scholten,,,,,,,,,,1,9,9.0,0
Jack,Fisher,,,,,,,,,,1,7,7.0,0
Max,Minor,,,,,,,,,,1,5,5.0,0
Jaxon,Haynes,,,,,,,,,,1,-1,-1.0,0
