Rushing Att. Gain Loss Net TD Lg. Avg.
Honstetter,Jacob 7 20 11 9 0 11 1.3
Wolf,Zander 3 6 0 6 0 5 2.0
Oak,Wyatt 12 34 38 -4 2 10 -0.3

Passing Cmp Att. Yds. TD INT Long Sack
Oak,Wyatt 17 46 161 0 0 18 2

Receiving Rec. Yds TD Long.
Anderson,Jake 3 40 0 15
Maher,Colin 3 25 0 13
McMath,Stevie 3 21 0 10
Auten,Tryg 2 19 0 16
Ola-Kazeem,David 1 18 0 18
Stearns,Nathan 2 14 0 7
Eddington,Cade 1 12 0 12
Vedoy,Erik 1 8 0 8
Walrath,Shaun 1 4 0 4
Schafer,Greg 0 0 0 0
Honstetter,Jacob 0 0 0 0
