first_name,last_name,rush_att,rush_yds,rush_avg,rush_td,pass_comp,pass_att,pass_yds,pass_td,pass_int,recieve_rec,recieve_yds,recieve_avg,recieve_td
Jaylin,Richardson,11,20,1.8,0,,,,,,2,0,0.0,0
Jackson,Compton,3,8,2.7,0,16,32,179,0,0,1,3,3.0,0
Troy,Ellison,1,-7,-7.0,0,1,2,3,0,0,2,58,29.0,0
Drew,Enke,,,,,,,,,,2,30,15.0,0
Jay,Hardy,,,,,,,,,,2,30,15.0,0
Peter,Udoibok,,,,,,,,,,3,24,8.0,0
Julius,Reynolds,,,,,,,,,,1,18,18.0,0
Jaylon,Washington,,,,,,,,,,2,16,8.0,0
Russell,Corrigan,,,,,,,,,,1,3,3.0,0
Carter,Ryan,,,,,,,,,,0,0,0.0,0
Adrian,Adams,,,,,,,,,,0,0,0.0,0
EJ,Stoffel,,,,,,,,,,1,0,0.0,0
