first_name,last_name,rush_att,rush_yds,rush_avg,rush_td,pass_comp,pass_att,pass_yds,pass_td,pass_int,recieve_rec,recieve_yds,recieve_avg,recieve_td
Dylan,Rudningen,12,70,5.8,0,,,,,,1,1,1.0,0
Camden,Dean,9,18,2.0,0,12,18,174,3,1,,,,
Matt,Grzybowski,7,15,2.1,0,,,,,,,,,
Carlson,Tann III,1,7,7.0,0,,,,,,,,,
Christian,Nash,1,2,2.0,0,,,,,,,,,
Ben,Pederson,0,0,0.0,0,,,,,,,,,
Adam,Mullen,,,,,0,1,0,0,0,,,,
Mark,Leonard,,,,,,,,,,4,77,19.2,2
Christian,Janis,,,,,,,,,,2,53,26.5,0
Carter,Slykhuis,,,,,,,,,,2,30,15.0,0
Travis,Yohnke,,,,,,,,,,2,12,6.0,1
Jacqueze,Lockett,,,,,,,,,,0,0,0.0,0
Jaelon,Taylor,,,,,,,,,,1,0,0.0,0
