Rushing Att. Gain Loss Net TD Lg. Avg.
Ridgeway,Fynn 4 23 0 23 0 13 5.8
Thorson,Madden 0 0 0 0 0 0 0.0
Imdieke,Luke 2 5 6 -1 0 5 -0.5
Strand,Jack 5 4 13 -9 0 4 -1.8

Passing Cmp Att. Yds. TD INT Long Sack
Strand,Jack 35 55 357 5 0 34 3

Receiving Rec. Yds TD Long.
Perryman,Brady 10 113 3 34
Florence,Gage 6 81 0 27
Thorson,Madden 6 78 1 23
Imdieke,Luke 6 35 0 11
Elbert,Carson 4 28 1 10
Johnson,Kelly 1 11 0 11
Ridgeway,Fynn 1 8 0 8
Czech,JD 1 3 0 3
