first_name,last_name,rush_att,rush_yds,rush_avg,rush_td,pass_comp,pass_att,pass_yds,pass_td,pass_int,recieve_rec,recieve_yds,recieve_avg,recieve_td
Jarod,Epperson,15,118,7.9,2,,,,,,1,3,3.0,0
Isaiah,Huber,2,23,11.5,0,,,,,,3,37,12.3,0
Gunnar,Hensley,6,21,3.5,0,7,15,168,2,0,,,,
Ryan,Kenny,6,11,1.8,0,,,,,,,,,
Kyle,Graham,3,10,3.3,0,,,,,,,,,
Rashad,Lampkin,2,6,3.0,0,,,,,,,,,
Thomas,Scholten,1,2,2.0,0,1,1,7,0,0,,,,
Jack,Fisher,,,,,,,,,,1,85,85.0,0
Austin,Johnston,,,,,,,,,,1,25,25.0,1
Peyton,Buckley,,,,,,,,,,0,24,0.0,0
Jacob,Remmert,,,,,,,,,,1,18,18.0,1
Sam,Scholten,,,,,,,,,,1,7,7.0,0
Canyon,Bauer,,,,,,,,,,0,0,0.0,0
