first_name,last_name,rush_att,rush_yds,rush_avg,rush_td,pass_comp,pass_att,pass_yds,pass_td,pass_int,recieve_rec,recieve_yds,recieve_avg,recieve_td
Kendon,Krogman,6,59,9.8,0,1,4,9,0,0,,,,
DaNari,Connors,7,45,6.4,1,,,,,,,,,
Jacob,Honstetter,12,39,3.3,0,,,,,,1,9,9.0,0
Greg,Schafer,2,9,4.5,0,,,,,,2,13,6.5,0
Wyatt,Oak,8,3,0.4,0,8,17,86,0,1,,,,
Mason,Carver,1,-12,12.0,0,,,,,,,,,
David,Ola-Kazeem,,,,,,,,,,1,27,27.0,0
Colin,Maher,,,,,,,,,,2,18,9.0,0
Matt,Willis,,,,,,,,,,1,15,15.0,0
Stevie,McMath,,,,,,,,,,1,8,8.0,0
Jake,Anderson,,,,,,,,,,1,5,5.0,0
Omar,Abdi,,,,,,,,,,0,0,0.0,0
Nathan,Stearns,,,,,,,,,,0,0,0.0,0
Shaun,Walrath,,,,,,,,,,0,0,0.0,0
Octavis,Cherry,,,,,,,,,,0,0,0.0,0
