first_name,last_name,rush_att,rush_yds,rush_avg,rush_td,pass_comp,pass_att,pass_yds,pass_td,pass_int,recieve_rec,recieve_yds,recieve_avg,recieve_td
Sam,Backer,5,21,4.2,0,,,,,,2,15,7.5,0
Hayden,Ekern,10,18,1.8,0,28,44,268,2,2,,,,
Christian,Vasser,7,12,1.7,0,,,,,,1,5,5.0,0
Connor,Fournier,1,-30,-30.0,0,,,,,,,,,
Grant,Guyett,,,,,,,,,,6,68,11.3,1
TreShawn,Watson,,,,,,,,,,4,52,13.0,0
Gabe,Hagen,,,,,,,,,,5,51,10.2,1
Jeremiah,Howard,,,,,,,,,,5,38,7.6,0
Tony,Anger,,,,,,,,,,2,28,14.0,0
Neal,May,,,,,,,,,,2,10,5.0,0
Isaiah,Emanuel,,,,,,,,,,1,1,1.0,0
