Rushing Att. Gain Loss Net TD Lg. Avg.
Boyd,Latravious 11 27 5 22 0 10 2.0
Hayes,Brennan 4 19 0 19 0 12 4.8
Bohn,Nick 12 35 17 18 0 11 1.5
Knox,Akeem 4 5 2 3 0 2 0.8

Passing Cmp Att. Yds. TD INT Long Sack
Bohn,Nick 14 29 209 2 3 75 1

Receiving Rec. Yds TD Long.
Boyd,Latravious 1 75 1 75
Johnson,Jadon 4 51 0 17
Schmaderer,Ashten 4 43 1 20
Watkins-Hogue,Kendrick 2 20 0 13
Miller,Trey 2 12 0 7
Witte,Curtis 1 8 0 8
Marshall,Trevor 0 0 0 0
Hayes,Brennan 0 0 0 0
Hollinger,Cory 0 0 0 0
