first_name,last_name,rush_att,rush_yds,rush_avg,rush_td,pass_comp,pass_att,pass_yds,pass_td,pass_int,recieve_rec,recieve_yds,recieve_avg,recieve_td
Camden,Dean,5,84,16.8,0,6,13,65,1,1,,,,
Dylan,Rudningen,9,29,3.2,2,,,,,,,,,
Carlson,Tann III,6,24,4.0,0,,,,,,,,,
Matt,Grzybowski,6,19,3.2,1,,,,,,0,0,0.0,0
Hank,Brown Jr.,2,16,8.0,1,,,,,,,,,
Adam,Mullen,5,13,2.6,0,0,3,0,0,0,,,,
Christian,Nash,7,8,1.1,0,,,,,,0,0,0.0,0
Christian,Janis,1,-1,-1.0,0,,,,,,,,,
Bennett,Brueck,,,,,1,2,10,0,0,,,,
Carter,Slykhuis,,,,,,,,,,3,30,10.0,1
Jaelon,Taylor,,,,,,,,,,1,14,14.0,0
Adonis,Hutchinson,,,,,,,,,,1,13,13.0,0
Travis,Yohnke,,,,,,,,,,1,10,10.0,0
Mark,Leonard,,,,,,,,,,1,8,8.0,0
