first_name,last_name,rush_att,rush_yds,rush_avg,rush_td,pass_comp,pass_att,pass_yds,pass_td,pass_int,recieve_rec,recieve_yds,recieve_avg,recieve_td
Jacob,Honstetter,13,94,7.2,0,,,,,,0,0,0.0,0
Zander,Wolf,9,65,7.2,0,,,,,,1,14,14.0,0
Kendon,Krogman,7,30,4.3,0,5,8,31,0,2,,,,
Wyatt,Oak,6,24,4.0,0,5,13,88,1,2,,,,
Colin,Maher,1,15,15.0,0,,,,,,1,55,55.0,1
Treay,Taylor,1,7,7.0,0,,,,,,,,,
Tryg,Auten,1,6,6.0,0,,,,,,1,9,9.0,0
Jake,Anderson,,,,,,,,,,2,18,9.0,0
Octavis,Cherry,,,,,,,,,,1,9,9.0,0
Erik,Vedoy,,,,,,,,,,2,8,4.0,0
Matt,Willis,,,,,,,,,,1,4,4.0,0
Greg,Schafer,,,,,,,,,,1,2,2.0,0
David,Ola-Kazeem,,,,,,,,,,0,0,0.0,0
