first_name,last_name,rush_att,rush_yds,rush_avg,rush_td,pass_comp,pass_att,pass_yds,pass_td,pass_int,recieve_rec,recieve_yds,recieve_avg,recieve_td
Jaylin,Richardson,14,67,4.8,1,,,,,,2,11,5.5,0
Troy,Ellison,3,18,6.0,0,,,,,,6,22,3.7,0
Nasir,McKenzie,1,6,6.0,0,,,,,,,,,
Reed,Styer,2,-3,-1.5,0,7,12,41,0,1,,,,
Jackson,Compton,6,-14,-2.3,0,6,12,34,0,1,,,,
Conner,Cordts,,,,,0,1,0,0,0,,,,
Drew,Enke,,,,,,,,,,3,28,9.3,0
Julius,Reynolds,,,,,,,,,,1,10,10.0,0
Peter,Udoibok,,,,,,,,,,1,4,4.0,0
Jay,Hardy,,,,,,,,,,0,0,0.0,0
