first_name,last_name,rush_att,rush_yds,rush_avg,rush_td,pass_comp,pass_att,pass_yds,pass_td,pass_int,recieve_rec,recieve_yds,recieve_avg,recieve_td
Jarod,Epperson,18,202,11.2,2,,,,,,1,75,75.0,0
Ryan,Kenny,3,6,2.0,0,,,,,,,,,
Canyon,Bauer,1,3,3.0,0,,,,,,2,43,21.5,0
Breylon,Blount,1,3,3.0,0,,,,,,,,,
Gunnar,Hensley,4,2,0.5,0,16,25,271,1,0,,,,
Jack,Fisher,,,,,,,,,,6,99,16.5,0
Austin,Johnston,,,,,,,,,,4,27,6.8,0
Max,Minor,,,,,,,,,,1,11,11.0,0
Jacob,Remmert,,,,,,,,,,1,10,10.0,1
Isaiah,Huber,,,,,,,,,,1,6,6.0,0
