first_name,last_name,rush_att,rush_yds,rush_avg,rush_td,pass_comp,pass_att,pass_yds,pass_td,pass_int,recieve_rec,recieve_yds,recieve_avg,recieve_td
Carl,Henry,6,19,3.2,0,,,,,,,,,
Lucky,Avinger,4,13,3.3,0,,,,,,,,,
Jeremiah,Moore,3,13,4.3,0,,,,,,2,0,0.0,0
Jaxon,Young,1,9,9.0,0,,,,,,4,7,1.8,0
Andrew,Trandahl,3,5,1.7,0,,,,,,5,24,4.8,0
Mujeeb,Rufai,1,5,5.0,0,,,,,,3,8,2.7,0
Kevin,Butler,1,3,3.0,0,,,,,,,,,
Mustapha,Yekini,1,2,2.0,0,,,,,,,,,
Kalani,Washington,1,2,2.0,0,,,,,,,,,
Sofian,Massoud,6,-4,-0.7,0,20,28,128,1,1,,,,
Luke,Bodine,,,,,,,,,,6,89,14.8,1
Chris,Taylor,,,,,,,,,,0,0,0.0,0
Sean,Saise,,,,,,,,,,0,0,0.0,0
