first_name,last_name,rush_att,rush_yds,rush_avg,rush_td,pass_comp,pass_att,pass_yds,pass_td,pass_int,recieve_rec,recieve_yds,recieve_avg,recieve_td
Zander,Wolf,2,2,1.0,0,,,,,,1,6,6.0,0
Jacob,Honstetter,8,0,0.0,0,,,,,,,,,
Drew,Kluender,8,-18,-2.3,0,10,26,86,0,1,,,,
Colin,Maher,,,,,,,,,,1,27,27.0,0
Cade,Eddington,,,,,,,,,,1,14,14.0,0
Stevie,McMath,,,,,,,,,,2,10,5.0,0
David,Ola-Kazeem,,,,,,,,,,2,9,4.5,0
Matt,Willis,,,,,,,,,,1,9,9.0,0
Greg,Schafer,,,,,,,,,,1,6,6.0,0
Erik,Vedoy,,,,,,,,,,1,5,5.0,0
Jake,Anderson,,,,,,,,,,0,0,0.0,0
Octavis,Cherry,,,,,,,,,,0,0,0.0,0
Tryg,Auten,,,,,,,,,,0,0,0.0,0
