first_name,last_name,rush_att,rush_yds,rush_avg,rush_td,pass_comp,pass_att,pass_yds,pass_td,pass_int,recieve_rec,recieve_yds,recieve_avg,recieve_td
Christian,Vasser,8,113,14.1,1,,,,,,2,19,9.5,0
Hayden,Ekern,7,16,2.3,0,26,41,317,3,0,,,,
Sam,Backer,8,16,2.0,0,,,,,,,,,
Tony,Anger,7,15,2.1,1,,,,,,5,36,7.2,0
Nathan,Gribble,0,0,0.0,0,,,,,,,,,
Gabe,Hagen,,,,,,,,,,8,125,15.6,2
Isaiah,Emanuel,,,,,,,,,,3,66,22.0,0
TreShawn,Watson,,,,,,,,,,3,30,10.0,0
Grant,Guyett,,,,,,,,,,3,26,8.7,1
Jeremiah,Howard,,,,,,,,,,1,10,10.0,0
Jake,Cicero,,,,,,,,,,1,5,5.0,0
